"Timestamp","Czy w ciągu ostatnich 5 lat przynajmniej raz uprawiałaś/-eś seks?","Czy w ciągu ostatnich 5 lat zdarzyło Ci się uprawiać seks bez prezerwatywy?","W ciągu ostatnich 5 lat z iloma mniej więcej partnerami/-kami byłaś/-eś aktywna/-ny seksualnie?","Jakie zachowania seksualne podejmowałaś/-eś w ciągu ostatnich 5 lat? (Wybierz te odpowiedzi które uważasz za słuszne)","W ciągu ostatnich 5 lat uprawiałaś/-eś seks po: (Wybierz te odpowiedzi, które uważasz za słuszne)","Czy uważasz, że temat bezpiecznego seksu dotyczy każdego?","Czy w ciągu ostatnich 5 lat wykonywałaś/-eś badania w kierunku chorób przenoszonych drogą płciową? (Kiła, Chlamydioza, Rzeżączka, Opryszczka narządów płciowych, WZW B, HPV)","Czy w ciągu ostatnich 5 lat robiłaś/-eś test na HIV?","Skąd pochodzi twoja wiedza na temat zachowań i praktyk seksualnych? (Wybierz tyle odpowiedzi ile uważasz za słuszne)","Co oznacza dla Ciebie pojęcie: ""Bezpieczny seks""? (Wybierz te odpowiedzi, które uważasz za słuszne) ","Płeć","Twój wiek mieści się w przedziale:","Jakie masz wykształcenie?","Twoje miejsce zamieszkania to:","Jaka jest Twoja sytuacja zawodowa?","Jaka jest Twoja orientacja seksualna?","Jaki jest Twój obecny status związku?","Opisując Twoje związki z ostatnich 5 lat oraz sytuację obecną, były one:"
"2019/04/24 8:00:32 pm CET","Tak","Tak","51-100","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja);Fisting","Alkoholu;Narkotykach;Poppersie","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to co najmniej raz do roku","Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi","stosowanie środków dezynfekcyjnych na skórę i błony śluzowe;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;regularne badania kontrolne na choroby weneryczne;regularne badania kontrolne na HIV i WZW B","Mężczyzna","26-33","Licencjat","Miasto od 500 tys. do 1 mln","Pracownik","Homoseksualna","W związku homoseksualnym","Przeważnie otwarte"
"2019/04/24 8:07:12 pm CET","Tak","Tak","z jednym/z jedną stałym/stałą partnerem/-ką","Seks analny;Seks oralny;Masturbacja","Alkoholu;Poppersie","Tak","Tak, robię to co najmniej raz do roku","Tak, robię to co najmniej raz do roku","Szkoła, studia, edukacja seksualna;Rodzice, rodzina, rodzeństwo;Internet","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;używanie lubrykantów;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne","Mężczyzna","26-33","Licencjat","Miasto pow. 1 mln","Pracownik","Homoseksualna","W związku partnerskim jednopłciowym","Przeważnie zamknięte"
"2019/04/24 8:16:22 pm CET","Tak","Tak","2-5","Seks oralny","Alkoholu","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to regularnie co 3-6 miesięcy","Internet","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;regularne badania kontrolne na choroby weneryczne;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy","Mężczyzna","26-33","Średnie","Miasto od 100 do 250 tys.","Pracownik","Homoseksualna","Singiel/-ka","Tylko zamnknięte"
"2019/04/24 8:16:40 pm CET","Tak","Tak","2-5","Seks oralny;Masturbacja","Alkoholu","Tak","Nie, ponieważ jestem zdrowa/-wy. Wiem, bo nic mi nie dolega","Nie, bo nie interesuje mnie to","Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;używanie prezerwatywy;seks z jednym, stałym partnerem;stosowanie środków antykoncepcyjnych","Kobieta","42-49","Wyższe magisterskie","Miasto od 100 do 250 tys.","Pracownik","Heteroseksualna","W związku partnerskim","Tylko zamnknięte"
"2019/04/24 8:20:11 pm CET","Tak","Tak","21-50","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja);Fisting","Alkoholu","Tak","Tak, dwa lub trzy razy","Tak, robię to co najmniej raz do roku","Internet;Książki i publikacje naukowe;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy","Mężczyzna","50-57","Wyższe magisterskie","Miasto pow. 1 mln","Pracownik","Homoseksualna","Singiel/-ka","Ciężko powiedzieć"
"2019/04/24 8:21:06 pm CET","Tak","Tak","2-5","Seks waginalny;Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu;Marihuanie","Tak","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Internet;Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;regularne badania kontrolne na choroby weneryczne;stosowanie PEPu (doraźnej profilaktyki poekspozycyjnej);obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej);seks z jednym, stałym partnerem;stosowanie środków antykoncepcyjnych","Kobieta","18-25","Średnie","Miasto od 500 tys. do 1 mln","Student","Heteroseksualna","W związku heteroseksualnym","Tylko zamnknięte"
"2019/04/24 8:22:36 pm CET","Nie","","","","","","","","","","","","","","","","",""
"2019/04/24 8:30:53 pm CET","Tak","Tak","51-100","Seks analny;Seks oralny;Masturbacja;Fisting","Alkoholu;Narkotykach;Marihuanie;Poppersie","Tak","Tak, robię to regularnie częściej niż co 3 miesiące","Tak, robię to regularnie częściej niż co 3 miesiące","Szkoła, studia, edukacja seksualna;Pornografia (filmy, czasopisma);Internet;Książki i publikacje naukowe;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;używanie jednorazowego sprzętu w czasie tzw. chemseksu;używanie lubrykantów;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;regularne badania kontrolne na choroby weneryczne;stosowanie PEPu (doraźnej profilaktyki poekspozycyjnej);stosowanie leczenia jako zapobieganie zakażenia HIV (TasP);higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej)","Mężczyzna","34-41","Wyższe magisterskie","Miasto pow. 1 mln","Pracownik","Homoseksualna","W związku partnerskim jednopłciowym","Tylko otwarte"
"2019/04/24 8:37:45 pm CET","Tak","Tak","z jednym/z jedną stałym/stałą partnerem/-ką","Seks waginalny;Seks oralny;Masturbacja","Żadne z powyższych","Tak","Nie, ponieważ jestem zdrowa/-wy. Wiem, bo nic mi nie dolega","Nie, ponieważ jestem zdrowa/-wy. Wiem, bo nic mi nie dolega","Szkoła, studia, edukacja seksualna;Rodzice, rodzina, rodzeństwo;Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi;Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;stosowanie środków dezynfekcyjnych na skórę i błony śluzowe;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;stosowanie PEPu (doraźnej profilaktyki poekspozycyjnej);obserwacja i samobadanie narządów płciowych;stosowanie leczenia jako zapobieganie zakażenia HIV (TasP);higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej);stosowanie środków antykoncepcyjnych","Mężczyzna","18-25","Średnie","Miasto pow. 1 mln","Uczeń","panseksualna","Singiel/-ka","Tylko zamnknięte"
"2019/04/24 8:40:15 pm CET","Tak","Tak","2-5","Seks waginalny;Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Tak","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Szkoła, studia, edukacja seksualna;Internet","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;używanie prezerwatywy;seks z jednym, stałym partnerem;stosowanie środków antykoncepcyjnych","Mężczyzna","18-25","Średnie","Wieś","Uczeń","Biseksualna","W związku heteroseksualnym","Ciężko powiedzieć"
"2019/04/24 8:51:02 pm CET","Tak","Tak","2-5","Seks analny;Seks oralny;Masturbacja","Alkoholu","Tak","Tak, robię to co najmniej raz do roku","Tak, robię to co najmniej raz do roku","Internet;Przyjaciele, znajomi","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;seks analny i/lub oralny","Mężczyzna","50-57","Średnie","MIasto od 50 do 100 tys.","Bezrobotny","Homoseksualna","Singiel/-ka","Ciężko powiedzieć"
"2019/04/24 8:51:03 pm CET","Tak","Tak","2-5","Seks waginalny;Seks analny;Seks oralny;Masturbacja","Alkoholu","Tak","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Internet;Przyjaciele, znajomi","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;używanie prezerwatywy;seks z jednym, stałym partnerem;stosowanie środków antykoncepcyjnych","Kobieta","34-41","Doktorskie i wyżej","Miasto od 500 tys. do 1 mln","Pracownik","Heteroseksualna","W związku heteroseksualnym","Tylko zamnknięte"
"2019/04/24 8:53:31 pm CET","Tak","Tak","z jednym/z jedną stałym/stałą partnerem/-ką","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Tak","Nie, nie muszę tego robić, bo od ponad 5 lat mam stałego/-łą partnera/-kę","Nie, nie muszę tego robić, bo od ponad 5 lat mam stałego/-łą partnera/-kę","Szkoła, studia, edukacja seksualna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;obserwacja i samobadanie narządów płciowych;seks z jednym, stałym partnerem;seks analny i/lub oralny","Mężczyzna","26-33","Wyższe magisterskie","Miasto pow. 1 mln","Pracownik","Homoseksualna","W związku partnerskim jednopłciowym","Tylko zamnknięte"
"2019/04/24 8:55:02 pm CET","Tak","Tak","2-5","Seks waginalny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to co najmniej raz do roku","Szkoła, studia, edukacja seksualna;Internet","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie środków antykoncepcyjnych","Kobieta","26-33","Wyższe magisterskie","Miasto od 500 tys. do 1 mln","Student","Heteroseksualna","W związku heteroseksualnym","Przeważnie zamknięte"
"2019/04/24 8:57:45 pm CET","Tak","Tak","z jednym/z jedną stałym/stałą partnerem/-ką","Seks analny","Alkoholu","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to co najmniej raz do roku","Rodzice, rodzina, rodzeństwo;Internet;Książki i publikacje naukowe;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;seks z jednym, stałym partnerem","Mężczyzna","42-49","Licencjat","Miasto pow. 1 mln","Pracownik","Homoseksualna","W związku homoseksualnym","Tylko zamnknięte"
"2019/04/24 9:09:18 pm CET","Tak","Tak","z jednym/z jedną stałym/stałą partnerem/-ką","Seks waginalny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Tak","Tak, robię to co najmniej raz do roku","Tak, robię to co najmniej raz do roku","Szkoła, studia, edukacja seksualna;Rodzice, rodzina, rodzeństwo;Przyjaciele, znajomi;Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;seks z jednym, stałym partnerem;stosowanie środków antykoncepcyjnych","Kobieta","42-49","Licencjat","Miasto od 250 do 500 tys.","Pracownik","Heteroseksualna","Konkubinat","Ciężko powiedzieć"
"2019/04/24 9:09:30 pm CET","Tak","Tak","2-5","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Tak","Nie, nie muszę tego robić, bo od ponad 5 lat mam stałego/-łą partnera/-kę","Nie, nie muszę tego robić, bo od ponad 5 lat mam stałego/-łą partnera/-kę","Szkoła, studia, edukacja seksualna;Rodzice, rodzina, rodzeństwo;Internet;Przyjaciele, znajomi","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;stosowanie leczenia jako zapobieganie zakażenia HIV (TasP);higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;seks z jednym, stałym partnerem","Mężczyzna","26-33","Licencjat","Miasto od 500 tys. do 1 mln","Freelancer - wolny zawód","Biseksualna","W związku partnerskim jednopłciowym","Tylko zamnknięte"
"2019/04/24 9:10:32 pm CET","Tak","Tak","21-50","Seks analny;Seks oralny;Masturbacja","Alkoholu;Narkotykach;Poppersie","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to co najmniej raz do roku","Szkoła, studia, edukacja seksualna;Internet;Przyjaciele, znajomi;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;stosowanie PEPu (doraźnej profilaktyki poekspozycyjnej);obserwacja i samobadanie narządów płciowych;stosowanie leczenia jako zapobieganie zakażenia HIV (TasP);higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej);stosowanie środków antykoncepcyjnych","Mężczyzna","26-33","Licencjat","Miasto od 250 do 500 tys.","Pracownik","Homoseksualna","Singiel/-ka","Tylko zamnknięte"
"2019/04/24 9:11:54 pm CET","Tak","Nie","51-100","Seks analny;Seks oralny","Alkoholu","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to regularnie co 3-6 miesięcy","Przyjaciele, znajomi;Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;stosowanie PEPu (doraźnej profilaktyki poekspozycyjnej);obserwacja i samobadanie narządów płciowych;stosowanie leczenia jako zapobieganie zakażenia HIV (TasP);higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej);seks z jednym, stałym partnerem;stosunek przerywany;seks nieprowadzący do ejakulacji","Mężczyzna","34-41","Wyższe magisterskie","Miasto od 250 do 500 tys.","Pracownik","Homoseksualna","W związku homoseksualnym","Tylko zamnknięte"
"2019/04/24 9:14:16 pm CET","Tak","Tak","z jednym/z jedną stałym/stałą partnerem/-ką","Seks waginalny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Tak","Tak, ale tylko raz","Nie, nie muszę tego robić, bo od ponad 5 lat mam stałego/-łą partnera/-kę","Szkoła, studia, edukacja seksualna;Rodzice, rodzina, rodzeństwo;Internet;Książki i publikacje naukowe","podejmowanie świadomych kontaktów seksualnych;regularne badania kontrolne na choroby weneryczne;seks z jednym, stałym partnerem","Kobieta","34-41","Wyższe magisterskie","Miasto od 100 do 250 tys.","Pracownik","Heteroseksualna","W małżeństwie","Tylko zamnknięte"
"2019/04/24 9:18:32 pm CET","Tak","Tak","pow. 100","Seks analny;Seks oralny;Masturbacja","Alkoholu;Poppersie","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, ale tylko raz","Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi;Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy","Mężczyzna","34-41","Średnie","Miasto od 250 do 500 tys.","Pracownik","Homoseksualna","Singiel/-ka","Przeważnie zamknięte"
"2019/04/24 9:19:07 pm CET","Tak","Tak","z jednym/z jedną stałym/stałą partnerem/-ką","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Tak","Nie, nie muszę tego robić, bo od ponad 5 lat mam stałego/-łą partnera/-kę","Nie, nie muszę tego robić, bo od ponad 5 lat mam stałego/-łą partnera/-kę","Internet;Przyjaciele, znajomi","podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;używanie prezerwatywy;seks z jednym, stałym partnerem","Mężczyzna","26-33","Wyższe magisterskie","Miasto od 250 do 500 tys.","Pracownik","Homoseksualna","W związku homoseksualnym","Tylko zamnknięte"
