"Timestamp","Você fez sexo nos últimos 5 anos?","Nos últimos 5 anos, teve relações sexuais sem preservativo?","Com quantos parceiros teve relações sexuais nos últimos 5 anos?","Que práticas sexuais realizou nos últimos 5 anos? (Escolha todas as opções que se apliquem)","Nos últimos 5 anos, teve relações sexuais depois de consumir: (Escolha todas as opções que se apliquem)","Considera que sexo seguro é algo a levar em consideração por todos?","Nos últimos 5 anos, fez análises a DSTs (doenças sexualmente transmissíveis)? (sífilis, clamídia, gonorréia, trato genital, hepatite, hpv)","Nos últimos 5 anos, fez análises a VIH (Vírus da Imunodeficiência humana)?","Onde aprendeu o que sabe sobre comportamentos e práticas sexuais? (Escolha todas as opções que se apliquem)","O que é, para si, sexo seguro? (Escolha todas as opções que se apliquem)","Sexo","Qual é o seu nível de educação?","Qual é a sua idade?","A sua área de residência é…","Qual é a sua situação profissional?","Qual é a sua orientação sexual?","Qual o seu estado civil?","Como descreveria as suas relações nos últimos 5 anos?"
"2019/04/19 1:40:50 am CET","Sim","Sim","2-5","Sexo vaginal;Sexo oral;Masturbação","Álcool","Sim","Sim, faço, pelo menos, uma vez por ano.","Sim, faço, pelo menos, uma vez por ano.","Escola e educação sexual.;Internet","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma aldeia.","Estudante universitário","Heterossexual","Numa relação heterossexual","Maioritariamente abertas"
"2019/04/19 7:44:44 am CET","Sim","Sim","2-5","Sexo vaginal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Nada","Sim","Sim, fiz duas ou três vezes.","Sim, fiz duas ou três vezes.","Escola e educação sexual.;Internet;Amogis e colegas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Higiene pessoal antes e depois de ter relações sexuais;Usar de preservativo;Usar métodos contracetivos","Mulher","Ensino profissional","18-25","Uma cidade com mais de 1 milhão de habitantes.","Estudante universitário","Heterossexual","Em união de facto com alguém do sexo oposto","Fechadas"
"2019/04/19 12:32:42 pm CET","Sim","Sim","2-5","Sexo vaginal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Álcool;Marijuana","Sim","Sim, fiz uma vez.","Sim, fiz uma vez.","Escola e educação sexual.;Familia;Internet;Livros e publicações científicas","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Mulher","Secundária","18-25","Uma cidade que tem entre 100.000 a 250.000 habitantes.","Estudante universitário","Heterossexual","Numa relação heterossexual","Maioritariamente fechadas"
"2019/04/19 12:50:35 pm CET","Sim","Sim","2-5","Sexo vaginal;Sexo anal;Sexo oral;Masturbação","Álcool","Sim","Não, todos os meus parceiros são saudáveis.","Não, todos os meus parceiros são saudáveis.","Escola e educação sexual.;Familia;Internet;Amogis e colegas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Homem","Licenciatura","18-25","Uma cidade com menos de 50.000 habitantes.","Empregado","Heterossexual","Solteiro(a)","Fechadas"
"2019/04/19 12:57:07 pm CET","Sim","Sim","21-50","Sexo vaginal;Sexo oral;Masturbação","Álcool;Drogas;Marijuana","Sim","Sim, faço, pelo menos, uma vez por ano.","Sim, faço, pelo menos, uma vez por ano.","Escola e educação sexual.;Internet;Amogis e colegas","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Usar PEP (profilaxia pós-exposição);Auto observação e análise genital;Uso de tratamento como prevenção da infeção de VIH;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Ter relações apenas com um parceiro;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade que tem entre 100.000 a 250.000 habitantes.","Estudante universitário","Heterossexual","Solteiro(a)","É complicado"
"2019/04/19 1:20:04 pm CET","Não","","","","","","","","","","","","","","","","",""
"2019/04/19 2:08:26 pm CET","Sim","Sim","2-5","Sexo vaginal;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Álcool","Sim","Sim, faço regularmente, com um intervalo de três a seis meses.","Sim, faço regularmente, com um intervalo de três a seis meses.","Escola e educação sexual.;Internet;Amogis e colegas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Usar utensílios descartáveis na prática de sexo com “Chemsex”;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Usar PEP (profilaxia pós-exposição);Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Homem","Licenciatura","18-25","Uma cidade que tem entre 250.000 a 500.000 habitantes.","Estudante universitário","Bissexual","Solteiro(a)","Maioritariamente fechadas"
"2019/04/19 2:53:25 pm CET","Sim","Sim","2-5","Sexo vaginal;Sexo anal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Álcool","Sim","Não, todos os meus parceiros são saudáveis.","Não, todos os meus parceiros são saudáveis.","Escola e educação sexual.;Pornografia (filmes e revistas);Internet","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Usar de preservativo;Praticar sexo anal/oral;Praticar sexo sem ejaculação;Usar métodos contracetivos","Homem","Licenciatura","18-25","Uma cidade com menos de 50.000 habitantes.","Estudante universitário","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/19 3:15:20 pm CET","Sim","Sim","Com um parceiro","Sexo vaginal;Sexo oral;Masturbação","Álcool;Marijuana","Sim","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Escola e educação sexual.;Pornografia (filmes e revistas);Amogis e colegas","Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Usar de preservativo;Usar métodos contracetivos","Homem","Licenciatura","18-25","Uma cidade com menos de 50.000 habitantes.","Estudante universitário","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/19 3:21:11 pm CET","Sim","Não","Com um parceiro","Sexo vaginal;Sexo anal;Sexo oral;Masturbação","Álcool;Marijuana","Sim","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Escola e educação sexual.;Familia;Internet","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Usar lubrificante.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Homem","Licenciatura","18-25","Uma cidade que tem entre 100.000 a 250.000 habitantes.","Estudante universitário","Bissexual","Solteiro(a)","Fechadas"
"2019/04/19 3:46:48 pm CET","Sim","Sim","Com um parceiro","Sexo vaginal;Sexo anal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Álcool","Sim","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Não, não estou interessado em saber.","Internet","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Usar de preservativo","Mulher","Licenciatura","18-25","Uma cidade que tem entre 500.000 a 1 milhão habitantes.","Estudante universitário","Pansexual ","Solteiro(a)","Fechadas"
"2019/04/19 4:31:13 pm CET","Sim","Sim","2-5","Sexo vaginal;Sexo oral","Álcool","Sim","Sim, fiz duas ou três vezes.","Sim, faço, pelo menos, uma vez por ano.","Escola e educação sexual.;Internet","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade com mais de 1 milhão de habitantes.","Estudante universitário","Heterossexual","Solteiro(a)","É complicado"
"2019/04/19 5:51:16 pm CET","Sim","Sim","Com um parceiro","Sexo vaginal;Sexo oral;Masturbação","Álcool","Sim","Sim, faço, pelo menos, uma vez por ano.","Sim, faço, pelo menos, uma vez por ano.","Escola e educação sexual.;Pornografia (filmes e revistas);Internet;Amogis e colegas;Livros e publicações científicas","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade com mais de 1 milhão de habitantes.","Estudante universitário","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/19 5:53:55 pm CET","Sim","Sim","Com um parceiro","Sexo anal;Sexo oral;Masturbação","Álcool;Poppers","Sim","Sim, faço análises regularmente, com menos de três meses de intervalo.","Sim, faço análises regularmente, com menos de três meses de intervalo.","Escola e educação sexual.;Pornografia (filmes e revistas);Internet","Informar o parceiro sexual de uma possível infeção.;Usar utensílios descartáveis na prática de sexo com “Chemsex”;Usar lubrificante.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar métodos contracetivos","Homem","Secundária","26-33","Uma cidade que tem entre 500.000 a 1 milhão habitantes.","Empregado","Homossexual","Numa relação homossexual","Maioritariamente fechadas"
"2019/04/19 7:32:02 pm CET","Não","","","","","","","","","","","","","","","","",""
"2019/04/19 9:59:01 pm CET","Sim","Não","Com um parceiro","Sexo vaginal;Sexo oral;Masturbação","Marijuana","Sim","Não, uso sempre preservativo.","Não, uso sempre preservativo.","Internet;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade que tem entre 500.000 a 1 milhão habitantes.","Estudante universitário","Bissexual","Solteiro(a)","É complicado"
"2019/04/19 10:16:35 pm CET","Sim","Sim","6-10","Sexo vaginal;Sexo oral;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Álcool;Marijuana","Sim","Sim, fiz uma vez.","Sim, fiz uma vez.","Escola e educação sexual.;Pornografia (filmes e revistas);Internet;Amogis e colegas;Livros e publicações científicas","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Mulher","Secundária","18-25","Uma cidade com menos de 50.000 habitantes.","Empregado","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/20 12:45:44 am CET","Sim","Sim","2-5","Sexo vaginal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Álcool","Sim","Sim, fiz uma vez.","Sim, fiz uma vez.","Internet;Amogis e colegas;Livros e publicações científicas","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Mulher","Mestrado","18-25","Uma cidade que tem entre 50.000 a 100.000 habitantes.","Trabalhador independente","Heterossexual","Solteiro(a)","Fechadas"
"2019/04/20 2:06:16 am CET","Sim","Sim","Com um parceiro","Sexo vaginal;Sexo oral;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","nada","Sim","Sim, faço, pelo menos, uma vez por ano.","Sim, faço, pelo menos, uma vez por ano.","Escola e educação sexual.;Familia;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Usar desinfetante na pele e nas membranas mucosas.;Usar utensílios descartáveis na prática de sexo com “Chemsex”;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Tomar PrEP (profilaxia pre-exposição);Ter relações apenas com um parceiro","Mulher","Licenciatura","34-41","Uma cidade que tem entre 500.000 a 1 milhão habitantes.","Trabalhador independente","Bissexual","Em união de facto com alguém do mesmo sexo","Fechadas"
"2019/04/20 6:19:59 am CET","Sim","Não","2-5","Sexo anal;Sexo oral;Masturbação","Poppers","Sim","Sim, fiz duas ou três vezes.","Sim, fiz duas ou três vezes.","Escola e educação sexual.;Internet;Amogis e colegas","Informar o parceiro sexual de uma possível infeção.;Usar utensílios descartáveis na prática de sexo com “Chemsex”;Ter contactos sexuais conscientes.;Usar lubrificante.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Tomar PrEP (profilaxia pre-exposição);Usar métodos contracetivos","Homem","Licenciatura","26-33","Uma cidade com mais de 1 milhão de habitantes.","Empregado","Homossexual","Solteiro(a)","É complicado"
