"Timestamp","In the last 5 years, have you had sex at least once?","In the last 5 years have you ever had sex without a condom?","With how many partners were you sexually active in the last 5 years?","Which sexual behaviors did you have in the last 5 years? (Choose all applicable answers)","In the last 5 years, have you ever had sex after:(Choose all applicable answers)","Do you think that the topic of safe sex applies to everyone?","In the last 5 years, have you been tested for STD’s (sexually transmitted diseases like Syphilis, Gonorrhea (The clap), Herpes simplex (HSV1), Hepatitis B, HPV)?","In the last 5 years, have you been tested for HIV?","Where does your knowledge about sexual behaviors and practices come from? (Choose all applicable answers)","What ""Safe sex"" means for you? (Choose all applicable answers)","Sex/Gender","Your age is in the range:","What is your education level?","Your place of residence is:","What is your professional situation?","What is your sexual orientation?","What is your current relationship status?","Describing your relationships from the last 5 years and the current situation, they were:"
"2019/05/09 4:23:25 pm CET","Yes","Yes","11-20","Anal sex;Oral sex;Masturbation","None of them","Yes","Yes, I do it at least once a year","Yes, I do it at least once a year","Internet;Books and scientific publications","Informing the sexual partner about the possible infection;conversation with a partner / spouse about possible risks;using PEP (immediate post-exposure prophylaxis);personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis);sex with one regular partner","Male","26-33","Bachelor","City over 1 million","Employee","Homosexual","Single","It's hard to say"
"2019/05/09 4:38:42 pm CET","Yes","Yes","6-10","Anal sex;Oral sex;Masturbation;Rimming","Alcohol","Yes","No, because all of my partners were healthy","No, because all of my partners were healthy","School, studies, sex education;Internet","using lubricants;conversation with a partner / spouse about possible risks;using a condom;anal and / or oral sex","Male","34-41","Master's degree","City from 250 to 500 thousand","Employee","Homosexual","Single","Only closed"
"2019/05/09 5:21:34 pm CET","Yes","Yes","2-5","Anal sex;Oral sex;Masturbation;Rimming","None of them","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","School, studies, sex education;Pornography (movies, magazines);Internet;Friends, collegues","Informing the sexual partner about the possible infection;using lubricants;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;observation and genital self-examination;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;sex with one regular partner;anal and / or oral sex","Male","66-73","Master's degree","City from 50 to 100 thousand","Pensioner","Homosexual","Single","Only open"
"2019/05/09 6:30:45 pm CET","Yes","Yes","2-5","Anal sex;Oral sex;Masturbation;Rimming","Alcohol","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly more often than every 3 months","School, studies, sex education;Pornography (movies, magazines);Internet;Books and scientific publications;Doctor, nurse, midwife","conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;use of treatment as prevention of HIV infection (TasP);personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B","Male","50-57","Secondary","City from 250 to 500 thousand","Employee","Homosexual","In a same-sex marriage","Mostly open"
"2019/05/09 7:09:21 pm CET","Yes","Yes","6-10","Anal sex;Oral sex;Masturbation;Rimming","Alcohol;Drugs (Amphetamine (Speed), Methamphetamine (Tina), MDMA (XCT, Ecstasy), MDA, GBL/GHB (G), Cocaine, Mephedrone, Ketamine)","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","School, studies, sex education;Internet;Friends, collegues;Books and scientific publications","Informing the sexual partner about the possible infection;using lubricants;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;using PEP (immediate post-exposure prophylaxis);observation and genital self-examination;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis);use of contraceptives","Male","26-33","Bachelor","City over 1 million","Employee","Homosexual","In a homosexal relationship","Mostly open"
"2019/05/09 7:22:32 pm CET","Yes","Yes","11-20","Anal sex;Oral sex;Masturbation;Fisting;Rimming;Pissing","Alcohol","Yes","Yes, I do it at least once a year","Yes, I do it at least once a year","Internet;Friends, collegues;Books and scientific publications;Doctor, nurse, midwife","Informing the sexual partner about the possible infection;conversation with a partner / spouse about possible risks;regular STD’s check-ups;using a condom","Male","42-49","Bachelor","City over 1 million","Unemployed","Homosexual","In a same-sex marriage","Mostly open"
"2019/05/09 7:24:52 pm CET","Yes","No","2-5","Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration)","Alcohol","Yes","No, because I always use condomes","No, because I always use condomes","Parents, family, siblings;Internet;Friends, collegues","using lubricants;conversation with a partner / spouse about possible risks;personal hygiene before and after intercourse;using a condom;sex with one regular partner;anal and / or oral sex","Male","18-25","Bachelor","City over 1 million","University student","Homosexual","In a partnership","Only closed"
"2019/05/09 8:08:44 pm CET","Yes","Yes","51-100","Anal sex;Oral sex;Masturbation;Rimming","Drugs (Amphetamine (Speed), Methamphetamine (Tina), MDMA (XCT, Ecstasy), MDA, GBL/GHB (G), Cocaine, Mephedrone, Ketamine);Poppers;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Yes","Yes, I do it regularly more often than every 3 months","Yes, I do it regularly more often than every 3 months","Internet;Books and scientific publications;Doctor, nurse, midwife","Informing the sexual partner about the possible infection;making conscious sexual contacts;regular STD’s check-ups;observation and genital self-examination;personal hygiene before and after intercourse;using a condom;using PrEP (pre-exposure prophylaxis);anal and / or oral sex","Male","26-33","PHD and higher","City from 50 to 100 thousand","Employee","Homosexual","Single","Mostly closed"
"2019/05/09 8:52:07 pm CET","Yes","Yes","51-100","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Rimming","Alcohol;Poppers;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","School, studies, sex education;Pornography (movies, magazines);Internet","using lubricants;regular STD’s check-ups;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis);anal and / or oral sex","Male","34-41","Bachelor","City from 50 to 100 thousand","Employee","Homosexual","In a homosexal relationship","Mostly open"
"2019/05/09 9:30:25 pm CET","Yes","Yes","more than 100","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Rimming","Alcohol;Poppers;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","School, studies, sex education;Pornography (movies, magazines);Internet;Doctor, nurse, midwife","Informing the sexual partner about the possible infection;making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;regular STD’s check-ups;observation and genital self-examination;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis);anal and / or oral sex;use of contraceptives","Male","34-41","Master's degree","City over 1 million","Employee","Homosexual","In a homosexal relationship","Mostly closed"
"2019/05/09 11:48:57 pm CET","Yes","Yes","more than 100","Anal sex;Oral sex;Masturbation;Fisting;Rimming;Pissing","Drugs (Amphetamine (Speed), Methamphetamine (Tina), MDMA (XCT, Ecstasy), MDA, GBL/GHB (G), Cocaine, Mephedrone, Ketamine);Poppers;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Yes","Yes, I do it regularly more often than every 3 months","Yes, I do it regularly more often than every 3 months","School, studies, sex education;Pornography (movies, magazines);Internet;Friends, collegues;Books and scientific publications;Doctor, nurse, midwife","Informing the sexual partner about the possible infection;use of disposable equipment during the so-called chemsex;using lubricants;regular STD’s check-ups;observation and genital self-examination;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using PrEP (pre-exposure prophylaxis)","Male","42-49","Vocational education","City from 500 thousand to 1 million","Employee","Homosexual","Single","Only open"
"2019/05/10 2:18:48 am CET","Yes","Yes","51-100","Anal sex;Oral sex;Rimming","Alcohol","No. Why? Who is not affected? (Put your answer into Other...);Monogamous couples","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","Internet;Books and scientific publications;Doctor, nurse, midwife","Informing the sexual partner about the possible infection;making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;regular STD’s check-ups;observation and genital self-examination;use of treatment as prevention of HIV infection (TasP);personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using PrEP (pre-exposure prophylaxis)","Male","58-65","Engineer","City from 50 to 100 thousand","Freelancer - free profession","Homosexual","In a same-sex marriage","Mostly open"
"2019/05/10 6:02:00 am CET","Yes","Yes","more than 100","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Rimming","Alcohol;Marijuana;Poppers;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","Pornography (movies, magazines);Internet;Friends, collegues;Doctor, nurse, midwife","use of disinfectants on the skin and mucous membranes;making conscious sexual contacts;using lubricants;regular STD’s check-ups;using PEP (immediate post-exposure prophylaxis);personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using PrEP (pre-exposure prophylaxis)","Male","58-65","Bachelor","City over 1 million","Employee","Homosexual","In a same-sex partnership","Mostly open"
"2019/05/10 12:17:23 pm CET","Yes","Yes","With one permanent partner","Anal sex;Oral sex;Masturbation","Alcohol;Drugs (Amphetamine (Speed), Methamphetamine (Tina), MDMA (XCT, Ecstasy), MDA, GBL/GHB (G), Cocaine, Mephedrone, Ketamine);Poppers;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","School, studies, sex education;Internet;Doctor, nurse, midwife","Informing the sexual partner about the possible infection;regular STD’s check-ups;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis)","Male","50-57","PHD and higher","City over 1 million","Employee","Homosexual","In a same-sex partnership","Only open"
"2019/05/10 12:19:42 pm CET","Yes","No","11-20","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Fisting;Rimming;Sounding","Alcohol","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it at least once a year","School, studies, sex education;Parents, family, siblings;Pornography (movies, magazines);Internet;Friends, collegues;Books and scientific publications;Doctor, nurse, midwife","using lubricants;regular STD’s check-ups;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis);sex with one regular partner","Male","42-49","Master's degree","City up to 50 thousand","Employee","Homosexual","Single","Mostly open"
"2019/05/10 1:37:08 pm CET","Yes","Yes","11-20","Anal sex;Oral sex;Masturbation;Rimming","None of them","Yes","Yes, I do it regularly more often than every 3 months","Yes, I do it regularly more often than every 3 months","School, studies, sex education;Pornography (movies, magazines);Internet;Friends, collegues;Doctor, nurse, midwife","Informing the sexual partner about the possible infection;making conscious sexual contacts;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;observation and genital self-examination;use of treatment as prevention of HIV infection (TasP);using a condom;using PrEP (pre-exposure prophylaxis)","Male","26-33","Master's degree","City from 500 thousand to 1 million","Freelancer - free profession","Homosexual","Single","It's hard to say"
"2019/05/11 12:14:45 pm CET","Yes","Yes","2-5","Anal sex;Oral sex;Masturbation;Rimming","Alcohol","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it at least once a year","School, studies, sex education;Internet;Friends, collegues;Books and scientific publications;Doctor, nurse, midwife","Informing the sexual partner about the possible infection;making conscious sexual contacts;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis)","Male","58-65","Bachelor","City over 1 million","Employee","Homosexual","In a same-sex marriage","Mostly closed"
